id,author,title,editor,year,price,category
58,Revue Française de Psychanalyse,La cure des états limite,PUF,2011 n°2,,1
59,Revue Française de Psychanalyse,La déliaison psychosomatique,PUF,1990 n°3,,1
60,Théories et réalités,La dépression chez l’enfant,Éd. Médecine  Enfance,1985,,1
61,Revue Française de Psychanalyse,La douleur et la souffrance psychiques,PUF,1991 n°4,,1
62,Revue Française de Psychanalyse,La maîtrise – L’analité,PUF,1995 n°3,,1
63,Revue Française de Psychanalyse,La mémoire du psychanalyste,PUF,1985 n°4,,1
64,Revue Française de Psychanalyse,La mort dans la vie psychique,PUF,1996 n°1,,1
65,L inconscient,La paternité,PUF ,n°5,,1
66,Revue Française de Psychanalyse,La psychanalyse : technique ou pratique,PUF,1982 n°5,,1
67,Revue Française de Psychanalyse,La psychanalyse et la « capacité de rêverie de la mère » - Colloque de Deauville,PUF,1986 n°5,,1
68,Revue Française de Psychanalyse,La psychanalyse et la réflexivité,PUF,2012 n°3,,1
69,Revue Française de Psychanalyse,La psychanalyse hors séance,PUF,1990 n°5,,1
70,La NEF,"La psychanalyse, philosophie ? thérapeutique ? science ?",Taillandier,1967 n°31,,1
71,Revue Française de Psychanalyse,La pulsion de mort,PUF,1989 n°2,,1
72,Revue Française de Psychanalyse,La réalité psychique,PUF,1995 n°1,,1
73,Revue Française de Psychanalyse,la satisfaction,PUF,2010 n°1,,1
74,Revue Française de Psychanalyse,La symbolisation,PUF,1989 n°6,,1
75,Problèmes,le mouvement Balint,Association des étudiants en médecine,1968 n°3,,1
76,Revue Française de Psychanalyse,Le narcissisme dans les processus de destructurations psychiques,PUF,1991 n°1,,1
77,Revue Française de Psychanalyse,Le refoulement (Les défenses),PUF,1986 n°1,,1
78,Revue Française de Psychanalyse,Le sujet,PUF,1991 n°6,,1
79,La cause freudienne,Le temps fait symptôme,Navarin Seuil,1994  n°26,,1
80,Revue Française de Psychanalyse,Le travail du psychanalyste. De la technique à l’éthique.,PUF,1982 n°2,,1
81,La cause freudienne,"Le vrai, le faux et le reste",Navarin Seuil,1994 n°28,,1
82,Revue Française de Psychanalyse,Les cas difficiles,PUF,1990 n°2,,1
83,Revue Française de Psychanalyse,Les clivages – numéro spécial congrès congrès congrès,PUF,1996 tome LX,,1
84,Revue Française de Psychanalyse,Les colloques de l’institut de psychanalyse,PUF,1957 n°6,,1
85,Revue Française de Psychanalyse,Les imagos,PUF,1983 n°4 ,,1
86,Revue Française de Psychanalyse,Les premiers psychanalyste français dans leur revue,PUF,1987 n°1,,1
87,Psychanalystes,Magie des mots et plaisir de parler,Collège de psychanalystes,1988 n°29,,1
88,Revue Française de Psychanalyse,Malaise dans la civilisation,PUF,1993 n°4,,1
89,La NEF,Marcuse cet inconnu,Taillandier,1969 n°36,,1
90,Revue Française de Psychanalyse,Métapsychologie : écoute et transitionnalité – numéro spécial congrès,PUF,1995 tome LIX,,1
91,Revue Française de Psychanalyse,Mythes – Colloque de Deauville,PUF,1982 n°4,,1
92,Revue Française de Psychanalyse,Paranoïa : ses paradoxes,PUF,1982 n°1,,1
93,Revue Française de Psychanalyse,"Paranoïa, ses paradoxes",PUF,1982 n°1 ,,1
94,Revue Française de Psychanalyse,Passage à l’acte dans la cure,PUF,1987 n°4,,1
95,Revue Française de Psychanalyse,Percevoir,PUF,1995 n°2,,1
96,Revue Française de Psychanalyse,Plaisir et jouissance – Chemins et détours,PUF,1990 n°1,,1
97,Revue Française de Psychanalyse,Position dépressive et complexe d’Œdipe,PUF,1989 n°3 ,,1
98,Revue Française de Psychanalyse,Pratiques psychanalytiques et société,PUF,2011 n°4,,1
99,Revue Française de Psychanalyse,Préconscient - Théâtre  et psychanalyse,PUF,1983 n°2,,1
100,Études freudiennes,Présence de Freud dans la pratique des psychanalystes,Ed Etudes freudiennes,1986 N° 28,,1
101,Études freudiennes,Présence de Nicolas Abraham,Denoël,1978 N°13/14,,1
102,Revue Française de Psychanalyse,Psychanalyse et idéal thérapeutique,PUF,1991 n°2,,1
103,Revue Française de Psychanalyse,Psychanalyse et institutions,PUF,2006 n°4,,1
104,Revue Française de Psychanalyse,Psychanalyse et maladie somatique,PUF,1984 n°5,,1
105,Naissances,Psychanalyse et périnatalité,Cahiers de l’Afree,2003 n°8,,1
106,Revue Française de Psychanalyse,Psychanalyse et sciences : nouvelles métaphores,PUF,1990 n°6,,1
107,Revue Française de Psychanalyse,Psychiatrie/psychanalyse,PUF,1996 n°2,,1
108,Revue Française de Psychanalyse,Psychothérapie et idéal psychanalytique,PUF,1991 n°3,,1
109,Revue Française de Psychanalyse,Régression,PUF,1992 n°4,,1
110,Revue Française de Psychanalyse,Rêve et interprétation,PUF,1981 n°1 ,,1
111,Topiques – Revue freudienne,Revue freudienne,EPI,n°17,,1
112,Topiques – Revue freudienne,Revue freudienne,EPI,n°22,,1
113,Topiques – Revue freudienne,Revue freudienne,EPI,n°23,,1
114,Études freudiennes,Statuts de l’interprétation – Œdipe médiéval infanticides,EVEL ,1981 n°17-18,,1
115,Psychanalystes,"Techniques du corps, tabou du toucher",Collège de psychanalystes,1989 n°32,,1
116,Topiques – Revue freudienne,"Temps, affect : interrogations",PUF,n°11-12,,1
117,Revue Française de Psychanalyse,Théorie et pratique de la psychanalyse – Réflexion actuelles,PUF,1985 n°2,,1
118,Revue Française de Psychanalyse,Tout analyser ?,PUF,1994 n°4,,1
119,Revue Française de Psychanalyse,Traduire Freud – Le Witz,PUF,1983 n°6,,1
120,Revue Française de Psychanalyse,Transmission de la psychanalyse,PUF,1984 n°1,,1
121,Revue Française de Psychanalyse,Travail de contre-transfert et fonction contenante – numéro spécial congrès,PUF,1994,,1
122,Scilicet ( dir : J Lacan ),Tu peux savoir ce qu’en pense l’École freudienne de Paris 1,Seuil,1968,,1
123,Scilicet ( dir : J Lacan ),Tu peux savoir ce qu’en pense l’École freudienne de Paris 2/3,Seuil,1970,,1
124,Scilicet ( dir : J Lacan ),Tu peux savoir ce qu’en pense l’École freudienne de Paris 4,Seuil,1973,,1
125,Scilicet ( dir : J Lacan ),Tu peux savoir ce qu’en pense l’École freudienne de Paris 5,Seuil,1975,,1
126,Scilicet ( dir : J Lacan ),Tu peux savoir ce qu’en pense l’École freudienne de Paris 6/7,Seuil,1976,,1
127,Revue Française de Psychanalyse,Une crise de la métapsychologie I,PUF,1985 n°5,,1
128,Revue Française de Psychanalyse,Une crise de la métapsychologie II,PUF,1985 n°6,,1
129,Revue Française de Psychanalyse,Une difficulté dans la psychanalyse,PUF,1986 n°6,,1
130,Revue Française de Psychanalyse,Variations du cadre,PUF,1984 n°6,,1
131,Revue Française de Psychanalyse,Violence et destruction,PUF,1984 n°4,,1
132,Nouvelle revue de Psychanalyse,Excitations,Gallimard,1989 n° 39,,1
133,Revue Française de Psychanalyse,XIV° Conférence de psychanalystes de langue française,PUF,1952 n°1/2,,1
134,Revue Française de Psychanalyse,XV° Conférence des psychanalystes de langue française,PUF,1953 n°1/2,,1
135,Revue Française de Psychanalyse,Hommage au Dr John Leura,PUF,1952 n°3,,1
136,Revue Française de Psychanalyse,"Diatkine, Nacht, Rostand …",PUF,1952 n° 4,,1
137,Revue Française de Psychanalyse,"Mémoires originaux : Barande, Stein.",PUF,1961 n° 2 ,,1
138,Revue Française de Psychanalyse,XXII° Congrès internl de psychanalyse,PUF,1961 n° 1,,1
139,Revue Française de Psychanalyse,"Problèmes de la cure des névroses obsessionnelles, mémoires originaux : Sami Ali",PUF,1961 n° 3,,1
140,Revue Française de Psychanalyse,"Mémoires originaux : Grunberger, Abraham",PUF,1960 n° 2,,1
141,Revue Française de Psychanalyse,"Mémoires originaux. Nacht, Lebovici, Diatine, Russel, Stein",PUF,1960 n° 3,,1
142,Revue Française de Psychanalyse,XXI° CONGRES DE PSYCHANALYSE ,PUF,1960 n° 4-5,,1
143,Revue Française de Psychanalyse,Hommage à Maurice Bouvet,PUF ,1960 n° 6,,1
144,Revue Française de Psychanalyse,Colloque de la société psychanalytique de Paris,PUF,1959 n° 1,,1
146,Revue Française de Psychanalyse,"Grunberger, Spitz",PUF,1959 n° 2,,1
148,Revue Française de Psychanalyse,Transfert et contre transfert,PUF,1959 n° 3,,1
149,Revue Française de Psychanalyse,Mémoires originaux ,PUF,1959 n° 4,,1
150,Revue Française de Psychanalyse,Communications du XXI° Congrès,PUF,1959 n° 5,,1
151,Revue Française de Psychanalyse,Mémoires originaux ,PUF,1959 n° 6,,1
152,Revue Française de Psychanalyse,Année 1958     5 tomes dont un double,PUF,1958,,1
153,Revue Française de Psychanalyse,Relation d’objet allergique …,PUF,1958 n° 1,,1
154,Revue Française de Psychanalyse,Psychanalyse appliquée,PUF,1958 n° 3,,1
155,Revue Française de Psychanalyse,XX°  Congrès des psychanalystes,PUF,1958 n° 4-5,,1
156,Revue Française de Psychanalyse,Rapport au XXI° congrès de psychanalyse,PUF ,1958 n° 6,,1
157,Revue Française de Psychanalyse,"M Bonaparte, E. Jones",PUF,1957 n° 1,,1
159,Revue Française de Psychanalyse,"Clinique psychosomatique, …",PUF,1957 n° 2,,1
160,Revue Française de Psychanalyse,XIX° Congrès ,PUF,1957 n° 3,,1
161,Revue Française de Psychanalyse,Un cas d’hypertension arterielle,PUF,1957 n° 4,,1
162,Revue Française de Psychanalyse,Psychanalyse des enfants,PUF,1957 n° 5,,1
163,Revue Française de Psychanalyse,XVII° Conférence de psychanalyste,PUF,1955 n° 1-2,,1
164,Revue Française de Psychanalyse,Bilan d’une expérience collective,PUF,1955 n° 3,,1
165,Revue Française de Psychanalyse,Colloque ; comment terminer la cure,PUF,1955 n° 4,,1
166,Revue Française de Psychanalyse,XVI° Conférence des psychanalystes,PUF,1954 n° 1,,1
167,Revue Française de Psychanalyse,Inauguration de l’institut de psychanalyse,PUF,1954 n° 2,,1
168,Revue Française de Psychanalyse,Inauguration de l’institut de psychanalyse,PUF,1954 n° 4,,1
169,Revue Française de Psychanalyse,Georges Parcheminey,PUF,1953 n° 4,,1
170,Revue Française de Psychanalyse,Rapport au XIX° congrès de psychanalyse,PUF,1956 n° 4,,1
172,Revue Française de Psychanalyse,Hommage à FREUD,PUF,1956 n° 3,,1
173,Revue Française de Psychanalyse, XVIII° Congrès des psychanalystes,PUF,1956 n° 1-2,,1
174,Revue Française de Psychanalyse, XXVI° Congrès des psychanalystes,PUF,1964/1965,,1
175,Revue Française de Psychanalyse,Colloque de la société psychanalytique de Paris,PUF,1966 n° 4,,1
176,Revue Française de Psychanalyse,La paranoia,PUF,1966 n° 1,,1
177,Revue Française de Psychanalyse,"Mémoires originaux, congrès internal de Stockholm",PUF,1966 n°  3,,1
178,Revue Française de Psychanalyse, XXV° Congrès des psychanalystes  N° spécial,PUF,1966,,1
180,Revue Française de Psychanalyse, XXVI° Congrès des psychanalystes ,PUF,1967 n° 1,,1
181,Revue Française de Psychanalyse,Colloque de la société psychanalytique de Paris,PUF,1967 n° 2,,1
182,Revue Française de Psychanalyse,Théorie psy du moi,PUF,1967 n° 3,,1
183,Revue Française de Psychanalyse, XXIV° Congrès des psychanalystes  ,PUF,1967 n° 4,,1
184,Revue Française de Psychanalyse,"Mémoires originaux,  ",PUF,1968 n° 1,,1
185,Revue Française de Psychanalyse,"Analyse terminée, analyse interminable",PUF,1968 n° 2,,1
186,Revue Française de Psychanalyse,Psychosomatique,PUF,1968 n° 4,,1
187,Revue Française de Psychanalyse,Hommage à Marie Bonaparte,PUF,1965 n° 1,,1
188,Revue Française de Psychanalyse, XXVI° Congrès des psychanalystes ,PUF,1966 n° 5-6,,1
189,Revue Française de Psychanalyse, XXVII° Congrès des psychanalystes ,PUF,1967 n° 5-6,,1
191,Revue Française de Psychanalyse,Colloque de la société psychanalytique de Paris,PUF,1969 n° 4,,1
192,Revue Française de Psychanalyse, XIX° Congrès des psychanalystes ,PUF,1969 N° 5-6,,1
193,Revue Française de Psychanalyse,Colloque de la société psychanalytique de Paris : l’hystérie d’angoisse  chez l’homme,PUF,1969 n° 4,,1
194,Revue Française de Psychanalyse,Mémoires originaux ,PUF,1969 N° 1,,1
195,Revue Française de Psychanalyse,Mémoires originaux ,PUF,1969 n° 3,,1
196,Revue Française de Psychanalyse,Mémoires originaux ,PUF,1969 n° 2,,1
197,Revue Française de Psychanalyse,Du préconcient Fantasme et action,PUF,1987 n°2,,1
198,Revue Française de Psychanalyse,La pervertion  N° spécial,PUF,1983 n° 1,,1
199,Psychanalystes,Le mythe de l’un dans le fantasme et dans la réalité politique,Distic,1983 n° 9,,1
200,Psychanalystes,Le retour de l’étranger,Distic,1989 n° 31,,1
201,Confrontation,Imposture ou pas,Aubier,1979 n°1,,1
202,Adolescence,corps souffrant,GREUPP,1985 T3 N°2,,1
203,Analytica,Signifiant et structure dans la psychanalyse des enfants,Navarin Seuil,1985 V 40,,1
204,Apertura,Actualité de la psychanalyse pour enfants,Springer verlag,1991 n° 6,,1
205,Le trimestre psychanalytique,Les enfants et les sortilèges Lecture de M Klein,Asssociation freudienne,1989 n° 3,,1
206,Esquisses psychanalytiques,Hommage à DOLTO,Equisses psychanalitiques,1988 n°10,,1
207,Psychanalystes,La paroles de sourds,collège de psychanalystes,1993 n° 46/47,,1
208,Psychanalystes,Destins des rituels,collège de psychanalystes,1991 n°41,,1
210,Psychanalystes,Les références  de la psychanalyse,collège de psychanalystes,1992 n° 44,,1
211,Psychanalystes,L ‘Islam au singulier,collège de psychanalystes,1991 n° 40,,1
212,Psychanalystes,"Médicament, psychanalyse",collège de psychanalystes,1991 n° 39,,1
213,Psychanalystes,Paroles Ecriture,collège de psychanalystes,1991 n° 38,,1
214,Bulletin de la SPP,63° Congrè des pychanalystes  Lyon,SPP,1982 n° 66,,1
215,Bulletin de la SPP,57° Congrès,SPP,1997 n° 44,,1
216,Bulletin de la SPP,56° Congrè,SPP,1996 n°40,,1
217,Bulletin de la SPP,56° Congrè,SPP,1996 n°39,,1
218,Bulletin de la SPP,Nouvelle direction de l’enseignement,SPP,1996 n°41,,1
219,Bulletin de la SPP,Suite au colloque de l’UNESCO,SPP,1990 n° 18,,1
220,Patio/2,Direction de la cure,EVEL ,1984,,1
221,Patio/3,L’inconscient à l’oevre,EVEL ,1985,,1
222,Psychanalyse à l’université,Tome 2 N° 7,Réplique,1977,,1
223,Psychanalyse à l’université,Tome 2 N°8,Réplique,1977,,1
224,Psychanalyse à l’université,Tome 3 N°9,Réplique,1977,,1
225,Psychanalyse à l’université,Tome2  N°5,Réplique,1976,,1
226,Psychanalyse à l’université,Tome 1 N°3,Réplique,1976,,1
227,Psychanalyse à l’université,Tome 3 N° 11,Réplique,1978,,1
228,Psychanalyse à l’université,Tome 2 N° 6,Réplique,1977,,1
229,Psychanalyse à l’université,Tome 3 N° 10,Réplique,1978,,1
